     1 ,  137434.36
     2 ,  135604.52
     3 ,  150402.81
     4 , 10605637755183252302488177286471221248.00
     5 ,  134596.12
     6 ,  146674.78
     7 ,  142417.11
     8 ,  138651.22
     9 ,  135281.36
    10 ,  131171.30
    11 ,  128170.16
    12 ,  112264.41
    13 ,  110126.20
    14 , 8345132147416568042118919461416206336.00
    15 ,   82086.53
    16 , 8332473388522688943315573383207321600.00
    17 ,   52921.79
    18 ,   62375.50
    19 ,   59560.78
    20 ,   54283.41
    21 ,   68429.34
    22 , 8334458529362646350558317220426940416.00
    23 ,   49656.63
    24 ,   26137.96
    25 ,   19655.70
    26 , 8332825795389552391089189466698416128.00
    27 ,   14681.67
    28 , 8332473388522688943315573383207321600.00
    29 ,   -8046.98
    30 ,  -28658.99
    31 ,  -12094.14
    32 ,   -1807.84
    33 ,  -30861.18
    34 , 10589329430211316131237922199734059008.00
    35 ,  -22910.76
    36 , 925476842835124009724201850906869760.00
    37 ,  -65719.28
    38 ,  -79335.88
    39 , -110961.20
    40 , 925475575184523781494800354203664384.00
    41 , -103645.52
    42 , 8297401933191474634579064843975786496.00
    43 , -109711.73
    44 ,  -93966.46
    45 ,  -93555.92
    46 , -104295.37
    47 ,  -95846.44
    48 , -125922.52
    49 , -110123.17
    50 , 757583413685033766493334149678497792.00
    51 , -127693.05
    52 , -129016.46
    53 , -148552.34
    54 , -136000.73
    55 , -113657.52
    56 , -125448.45
    57 , -162939.47
    58 , -138231.98
    59 , -156874.09
    60 , 2325959827638803319385114017792.00
    61 , 2179294597873156455661568.00
    62 , 589912936298078780964595505823744.00
    63 , 524746386156689328963584.00
    64 , -117507.39
    65 , -122101.05
    66 , -116518.25
    67 , -103019.05
    68 , -133305.92
    69 , -131113.09
    70 , -144133.44
    71 ,  -78937.09
    72 , -106680.40
    73 ,  -78324.81
    74 ,  -82110.30
    75 ,  -83550.15
    76 ,  -74831.24
    77 ,  -60299.33
    78 ,  -54651.01
    79 ,  -66667.43
    80 ,  -66810.36
    81 ,  -46242.55
    82 ,  -20208.95
    83 ,  -46918.72
    84 ,   13799.42
    85 ,  -58806.17
    86 ,   -1266.27
    87 ,    -129.21
    88 ,   13413.64
    89 ,   46972.79
    90 ,   -2932.81
    91 ,   35757.04
    92 ,   69201.31
    93 ,   74080.52
    94 ,   56316.82
    95 ,   45735.48
    96 ,   81388.98
    97 ,   64958.08
    98 ,   65981.23
    99 ,  121600.81
   100 ,   99231.73
   101 ,  138299.67
   102 ,   90577.26
   103 ,  119591.84
   104 ,  106646.20
   105 ,  131162.39
   106 ,  107656.11
   107 ,  157671.84
   108 ,  119521.35
   109 ,  143116.36
   110 , 38363156038923350653998619464715730944.00
   111 ,  134673.75
   112 ,  132828.59
   113 ,  125569.77
   114 , 2628655110521716357865178499081306112.00
   115 ,  146017.94
   116 ,  140280.72
   117 ,  155702.84
   118 ,  141991.44
   119 ,  113491.41
   120 ,  162721.48
   121 ,  105761.77
   122 , 38367706904578169997549992629223030784.00
   123 ,  102921.38
   124 ,  143015.70
   125 ,   83801.03
   126 ,   77024.48
   127 ,  115945.88
   128 , 2628612485770283683651553172436025344.00
   129 ,   91453.25
   130 , 2629678104556100538992186338568044544.00
   131 ,  100992.26
   132 ,  113624.28
   133 ,   37603.14
   134 ,   69682.14
   135 ,   53620.65
   136 ,   60327.94
   137 ,   50220.17
   138 , 38367706904578169997549992629223030784.00
   139 ,   21368.81
   140 ,   75884.04
   141 ,   56849.36
   142 , 44933817565809140783493738063862956032.00
   143 ,   -3399.93
   144 , 45081397448687711250415984251032829952.00
   145 ,   -4123.85
   146 , 2630027025383813359134948306125324288.00
   147 ,  -34443.13
   148 , 2629922444209294530209324828110880768.00
   149 ,  -65506.88
   150 , 2629678104556100538992186338568044544.00
   151 ,  -64160.78
   152 ,  -92008.93
   153 , -111126.04
   154 , -104433.80
   155 ,  -83706.62
   156 ,  -92366.45
   157 , -102840.59
   158 ,  -97977.86
   159 ,  -91711.60
   160 , -132410.44
   161 , -133649.50
   162 ,  -71730.46
   163 , -126954.09
   164 , 44933817565809140783493738063862956032.00
   165 , -140012.28
   166 , 45085621260487671710781771266113142784.00
   167 , -135235.91
   168 , 45081397448687711250415984251032829952.00
   169 , -127595.86
   170 , 38369517109635295909135329921400307712.00
   171 , -152522.66
   172 , -138626.50
   173 , -157044.58
   174 , 44933817565809140783493738063862956032.00
   175 , -156018.31
   176 , -138925.64
   177 , -150286.33
   178 , -156594.17
   179 ,  -86114.85
   180 , -115231.83
   181 , -118237.14
   182 , 45081397448687711250415984251032829952.00
   183 , -113606.36
   184 , -125408.12
   185 , -121723.34
   186 , -114209.12
   187 ,  -72349.80
   188 ,  -97339.91
   189 ,  -69437.73
   190 , 44944328924586233261690948726841933824.00
   191 ,  -65880.66
   192 ,  -76294.83
   193 ,  -35032.67
   194 , 45085621260487671710781771266113142784.00
   195 ,  -53160.22
   196 ,  -64592.41
   197 ,  -24383.79
   198 ,  -12178.02
   199 ,   -8493.20
   200 ,    -654.19
   201 ,  -11658.38
   202 , 2630027025383813359134948306125324288.00
   203 ,   27347.09
   204 ,       -nan
   205 ,   -5482.66
   206 , 38363156038923350653998619464715730944.00
   207 ,   49631.63
   208 , 2629678104556100538992186338568044544.00
   209 ,   55957.33
   210 , 45081397448687711250415984251032829952.00
   211 ,   79791.20
   212 ,   64793.96
   213 ,   76239.53
   214 ,   51035.39
   215 ,  109582.11
   216 ,  117398.20
   217 ,   94050.48
   218 , 38367706904578169997549992629223030784.00
   219 ,  122585.41
   220 ,  100671.90
   221 ,  137795.42
   222 ,   97695.01
   223 ,  129636.09
   224 , 8028274640160620619723708766661640192.00
   225 ,  135764.80
   226 , 8052389157528762227628380551737507840.00
   227 ,  117094.87
   228 ,  134231.27
   229 ,  144885.03
   230 ,  148486.81
   231 ,  149602.16
   232 ,  148595.89
   233 ,  132861.41
   234 , 3285892649571446227429772713269395456.00
   235 ,  142498.39
   236 ,  128767.92
   237 ,  137227.77
   238 ,  122808.38
   239 ,  134415.75
   240 ,   94658.07
   241 ,  103657.90
   242 ,  121579.34
   243 ,  123927.28
   244 ,   86874.22
   245 ,   86921.93
   246 , 38418111227744444855012304542075191296.00
   247 ,   82393.07
   248 ,   86620.27
   249 ,   64516.49
   250 ,   91491.27
   251 ,   77777.03
   252 ,       -nan
   253 ,   46181.47
   254 , 38363156038923350653998619464715730944.00
   255 ,   21407.83
